"room_type","capacity","satisfaction_rating","bedrooms_no","metro_dist","attractions_index","longitude","latitude","price"
"Private room","2",100,"1",3.34950709086902,2.95677058110041,5.00232,52.34941,510.158648325639
"Entire home/apt","4",96,"2",0.200575977331442,22.6877022269803,4.89139,52.35534,700.442903006585
"Private room","2",96,"1",0.264095434508899,24.9017815614326,4.89313,52.36286,381.03718979214
"Private room","2",98,"1",2.09640434712817,3.884710604225,4.80314,52.35642,209.031471890891
"Entire home/apt","2",98,"1",1.1559535414523,19.7567875442968,4.87605,52.37288,1032.50298783774
"Private room","4",91,"1",0.166169045384639,23.7074031210932,4.89765,52.37793,491.645771330818
"Private room","2",96,"1",2.45410862594702,6.01435296217066,4.94659,52.37485,284.95770159117
"Private room","2",93,"1",0.25525660172329,44.3356132497853,4.89749,52.37326,325.498558807677
"Private room","2",93,"1",0.22745705123316,32.4395213716078,4.896,52.37165,337.918590209266
"Entire home/apt","5",97,"1",1.2677700063651,18.6861752124393,4.87443,52.36589,1002.97612073208
"Entire home/apt","2",100,"1",1.90806073250475,10.5757084417858,4.87325,52.38521,571.321444473086
"Private room","2",99,"1",3.15034086734723,4.55257118216932,4.8908,52.41432,215.124317484123
"Entire home/apt","2",98,"1",0.730165083166309,26.0690466012392,4.88206,52.37131,970.871511260047
"Private room","2",94,"1",1.49551003123836,17.8695464698897,4.86916,52.36053,405.408572165069
"Entire home/apt","2",100,"1",1.52988382684716,10.061567308006,4.88728,52.38967,393.457221193729
"Entire home/apt","4",97,"2",0.549154439207143,10.503756217759,4.88719,52.34538,909.474374897476
"Entire home/apt","4",100,"2",0.698464921909374,7.9905754233141,4.90275,52.3417,657.324303423711
"Shared room","3",95,"1",1.65398192231094,5.63859646775453,4.9083,52.4043,288.707145033159
"Entire home/apt","2",96,"1",1.95498054761994,7.32572963077391,4.93648,52.36381,393.457221193729
"Entire home/apt","6",98,"3",0.154895830941223,21.5564668853971,4.89118,52.35495,1892.53157734399
"Private room","2",98,"1",1.58852186299412,11.2016634628592,4.86485,52.35227,372.366601832541
"Private room","2",100,"1",1.64327082142241,9.54319095986278,4.86899,52.38574,583.975816089799
"Entire home/apt","4",91,"3",2.11154550026579,6.40439831524882,4.94254,52.37669,613.034002765215
"Private room","2",98,"1",1.75772969243923,6.53962575845539,4.90094,52.40036,348.932580320109
"Private room","3",97,"1",0.485490105549392,21.1579681781777,4.89549,52.35676,306.048320952359
"Private room","2",70,"1",0.728726046018889,18.2051806738688,4.87992,52.35291,276.28711363157
"Entire home/apt","4",89,"2",0.292499458305611,22.0865027473139,4.89572,52.37856,774.728751200994
"Entire home/apt","4",91,"3",1.07322182328248,7.42208128240708,4.85247,52.38335,568.978042321843
"Entire home/apt","2",100,"1",0.248403064285894,24.5643756367873,4.89656,52.37759,489.302369179575
"Entire home/apt","2",81,"1",0.350687860734328,29.3074428642689,4.89173,52.35668,1259.57865629321
"Entire home/apt","2",99,"1",1.80585257672873,14.0982083305317,4.86679,52.36788,497.504276708926
"Entire home/apt","4",99,"2",1.23603502044594,8.63081073880755,4.85621,52.37936,1166.31125067373
"Private room","4",80,"2",0.456847934084659,31.5537182866569,4.88667,52.37281,632.952921050782
"Private room","4",88,"2",0.262984802050917,25.1266207221491,4.89099,52.35596,1072.80950483913
"Private room","2",87,"1",1.25512632349957,9.68321750880208,4.92569,52.36404,255.430834485506
"Private room","2",96,"1",2.12398340141183,3.78855903256347,4.80367,52.34944,337.918590209266
"Private room","2",92,"1",1.1136174542069,2.37068861692129,5.0007,52.31015,221.45150329248
"Private room","2",91,"1",1.11234134025002,2.37532002474489,5.00072,52.31044,253.321772549387
"Private room","2",88,"1",1.00364055140427,2.39127606773834,4.99907,52.3101,253.321772549387
"Private room","2",95,"1",1.10294343972367,2.41182538777396,5.00048,52.31241,253.321772549387
"Private room","2",90,"0",1.14125715689865,19.0644693609699,4.87618,52.36969,393.457221193729
"Entire home/apt","2",95,"1",0.550882370573488,26.4434765231189,4.88488,52.36399,504.065802732407
"Private room","2",94,"0",1.08391935322475,20.0189807199289,4.87686,52.37114,399.550066786961
"Entire home/apt","4",98,"3",0.467109938249532,22.7028735494036,4.88384,52.35446,1296.60441028285
"Entire home/apt","4",100,"2",0.618785531256341,12.6810596000221,4.90301,52.35313,907.130972746233
"Private room","2",92,"1",0.703159110246062,17.0501893632649,4.89934,52.35693,344.245776017622
"Private room","4",96,"1",0.467596064562443,19.2727662896603,4.90737,52.37351,539.216835001055
"Entire home/apt","2",99,"1",1.0846547847896,24.1679282566172,4.87958,52.37657,814.800927987252
"Entire home/apt","5",90,"3",1.62145534108406,7.95863555357076,4.93223,52.36232,614.44004405596
"Entire home/apt","4",88,"3",0.718142755156809,13.080744510469,4.90155,52.35296,1413.30583741476
"Entire home/apt","4",100,"2",0.100774005779393,8.34757309885389,4.89314,52.34085,796.288050992431
"Private room","4",95,"2",1.07093556405233,7.74577771944222,4.85327,52.38189,467.040048742765
"Entire home/apt","2",96,"1",1.71539617227422,13.8704749058075,4.86762,52.37032,346.589178168866
"Private room","2",100,"1",0.470328099630012,22.0500326384177,4.89764,52.36221,344.245776017622
"Entire home/apt","2",96,"1",0.771002846269637,4.88705997448367,4.9417,52.39787,438.919222927847
"Entire home/apt","4",100,"2",1.65533530385518,11.420403041664,4.86466,52.35293,2058.21010943688
"Private room","2",96,"1",0.783891124710139,3.29015998289839,4.95584,52.31681,276.28711363157
"Entire home/apt","4",94,"0",1.42936133339396,16.6301989934533,4.87225,52.36843,602.020012654372
"Private room","3",97,"1",1.95395010351772,3.87110331725904,4.80603,52.34877,337.918590209266
"Entire home/apt","3",97,"0",1.35956699199853,9.19130777276033,4.85286,52.36671,589.834321467907
"Entire home/apt","3",94,"1",1.69890988578541,6.56027729022996,4.93779,52.3555,424.155789375015
"Private room","2",88,"1",0.672541589405056,25.9594340253255,4.88248,52.36377,430.248634968247
"Private room","2",100,"0",0.441649557202979,26.5417641250921,4.88673,52.36376,410.564056897804
"Entire home/apt","2",96,"1",0.165957089795538,25.1137105239205,4.8935,52.36054,546.715721885033
"Private room","2",88,"1",0.737743309544983,24.5771699965902,4.88199,52.36441,430.248634968247
"Entire home/apt","4",100,"1",1.38241974641769,16.4868953951997,4.87249,52.37066,774.260070770745
"Entire home/apt","4",96,"2",1.72631306740509,10.8195579065944,4.8592,52.35801,577.414290066318
"Private room","3",98,"1",1.60316666958851,13.8637866295931,4.87493,52.38051,792.772947765566
"Private room","4",88,"2",1.29579945585278,17.5329971463568,4.874,52.373,454.8543575563
"Private room","2",99,"1",1.45734257149184,6.58890668324804,4.90582,52.39941,228.716049961334
"Private room","2",96,"1",3.95047039005172,3.78488734272804,4.88607,52.42337,221.217163077356
"Private room","2",88,"0",1.10627934116228,27.6608527648859,4.87567,52.35775,405.408572165069
"Private room","2",92,"0",1.03091483923726,23.0514849726823,4.87596,52.35606,405.408572165069
"Entire home/apt","4",93,"3",2.22425557315594,5.35561777228758,4.90083,52.40724,642.560869870879
"Entire home/apt","4",90,"2",1.8031457650406,11.2835200795739,4.86172,52.37163,618.18948749795
"Private room","2",97,"1",0.924805762664306,7.58685924637816,4.845,52.362,268.085206102219
"Entire home/apt","2",100,"1",0.819294185136883,5.92805109749681,4.921,52.399,299.721135144002
"Entire home/apt","2",100,"1",0.706733620055774,17.4697090102819,4.911,52.37,470.789492184754
"Entire home/apt","2",100,"1",0.442587214113276,13.4819823769219,4.905,52.356,385.489653879502
"Entire home/apt","2",100,"1",0.704737729790729,15.5183684196329,4.893,52.383,428.139573032128
"Entire home/apt","2",100,"1",1.61021178321822,14.140720574582,4.87,52.375,342.605394511752
"Entire home/apt","2",99,"1",1.89560038097925,12.7678256187588,4.865,52.37,342.605394511752
"Private room","2",94,"1",0.420524421186402,31.498357662268,4.89292,52.37489,393.457221193729
"Entire home/apt","4",93,"1",1.52571277474346,9.97602806973919,4.85817,52.3734,467.040048742765
"Entire home/apt","2",100,"1",0.859467061554704,6.93238165622768,4.84677,52.34993,417.828603566658
"Entire home/apt","2",100,"1",0.793023050235159,21.0087617774397,4.88842,52.3791,688.022871604996
"Private room","4",95,"1",2.96987770383485,4.32673902141518,4.89603,52.41659,417.828603566658
"Private room","4",95,"1",0.58760718254799,25.0117352760514,4.88704,52.36549,786.44576195721
"Private room","2",100,"1",0.566049201683277,25.1344843613155,4.88646,52.36505,1007.66292503457
"Private room","2",100,"1",1.02656093742167,8.38106753366853,4.8495,52.36944,264.33576266023
"Private room","4",100,"1",0.598655061135836,17.971491832701,4.90961,52.37191,551.636866402643
"Entire home/apt","3",94,"3",0.465187435013893,7.14853078413187,4.91504,52.34249,442.668666369836
"Private room","2",100,"1",1.35467694431064,16.7936961161387,4.87319,52.37324,390.879478827362
"Entire home/apt","4",95,"2",1.49275003111693,9.73184607354038,4.89134,52.39066,1075.38724720549
"Entire home/apt","2",98,"1",2.80897758796028,3.54216307568077,4.79489,52.37765,307.22002202798
"Entire home/apt","4",91,"2",0.656988392460638,6.71526080831079,4.84415,52.35098,651.231457830478
"Entire home/apt","2",98,"2",0.779588144941061,8.24883490858917,4.86455,52.34438,546.715721885033
"Entire home/apt","4",93,"2",0.981847879121448,4.87531226241535,4.82535,52.38362,675.602840203407
"Private room","2",91,"1",0.336986858803559,24.7521541824339,4.89533,52.37733,321.749115365688
"Entire home/apt","3",100,"1",0.664953082296531,13.1923905727502,4.90209,52.35346,921.660066083941
"Private room","2",97,"1",0.733461790963104,5.18626341009923,4.82441,52.36035,209.031471890891
"Private room","2",99,"0",0.967529750200766,18.610142830294,4.88618,52.38036,388.301736460994
"Private room","4",97,"2",1.45752227255584,6.52491400825472,4.93619,52.35306,725.048625594638
"Private room","2",97,"1",1.70181895046739,10.7335600844203,4.86049,52.3727,255.66517470063
"Private room","2",98,"1",0.441156559949701,13.2415700576964,4.89347,52.35007,245.822885665409
"Entire home/apt","4",95,"2",1.35293678157989,17.2022436013929,4.87555,52.37717,797.694092283177
"Entire home/apt","2",93,"1",0.42637024514573,9.50059544637371,4.914,52.387,299.721135144002
"Entire home/apt","4",65,"2",1.5851594458807,10.696129384796,4.88254,52.38776,651.231457830478
"Private room","2",47,"1",0.417682419123785,6.50977772932731,4.83758,52.36902,528.437185105336
"Private room","2",93,"1",0.798091856112917,6.66342779229898,4.91686,52.3962,254.493473625009
"Private room","3",92,"1",4.13522109398571,3.08540494872278,4.992,52.395,177.161202633984
"Entire home/apt","4",85,"1",0.402556309912833,19.993472144608,4.90644,52.37337,576.242588990697
"Entire home/apt","4",100,"2",0.688020480623656,35.0336159686597,4.88101,52.36086,1290.27722447449
"Private room","2",85,"1",3.27103967001585,3.25053793343612,4.78591,52.35599,144.822252946828
"Entire home/apt","2",95,"1",1.28263250508068,17.5595752534237,4.87401,52.37209,501.488060366039
"Entire home/apt","2",100,"1",0.65734110392997,24.6403681874117,4.8847,52.36525,468.446090033511
"Private room","2",100,"1",0.545097395399521,27.8478334294692,4.89035,52.37578,459.775502073911
"Entire home/apt","2",100,"1",0.427737549739222,6.57555343567976,4.83995,52.37507,405.642912380194
"Entire home/apt","2",97,"1",1.06930142144482,21.5177784364471,4.87621,52.36386,624.282333091182
"Entire home/apt","3",100,"3",0.834389328062028,6.93614764585634,4.84653,52.35023,504.065802732407
"Entire home/apt","4",98,"2",1.45554012551093,9.28809972318895,4.85311,52.36294,768.167225177513
"Private room","2",93,"1",2.44297124379708,6.43094964498885,4.94336,52.36523,306.048320952359
"Entire home/apt","2",97,"0",1.83904867203279,11.7927397899344,4.87421,52.38325,497.73861692405
"Private room","4",88,"1",1.01614098443557,14.4191252823262,4.88776,52.38356,325.498558807677
"Entire home/apt","4",96,"2",0.427337557617276,14.2809360991644,4.89625,52.352,737.234316781103
"Private room","2",98,"1",0.191840947767119,11.8309012125763,4.9086,52.35504,287.769784172662
"Entire home/apt","3",100,"3",0.49672332891403,8.89049723960707,4.91085,52.34778,952.592974480351
"Private room","2",100,"1",2.96869445335781,3.23525697385339,4.79129,52.34271,254.259133409884
"Private room","2",96,"1",1.16505264332478,8.6655693182683,4.85279,52.37412,250.509689967895
"Entire home/apt","2",99,"1",1.00656150855112,8.59668422308843,4.86081,52.3475,378.693787640897
"Private room","3",85,"1",3.48687329787232,4.25877832140914,4.96847,52.37952,205.282028448902
"Entire home/apt","4",92,"2",0.484770918203913,27.9668993030224,4.88566,52.37103,1259.57865629321
"Private room","2",94,"1",1.94945813090868,11.5584156240329,4.86032,52.36401,258.008576851874
"Entire home/apt","2",90,"0",3.75477837258413,3.30882224456859,4.99238,52.35836,288.707145033159
"Entire home/apt","2",80,"1",1.89529538470637,11.4169429628667,4.87353,52.38361,375.881705059405
"Private room","2",78,"0",0.684348632653961,24.7477571539069,4.88447,52.36765,371.194900756919
"Entire home/apt","6",96,"3",3.9465216576497,3.21757176322481,4.99559,52.35926,958.451479858459
"Entire home/apt","2",94,"1",0.874581393514603,4.54013396279091,4.82162,52.34605,196.611440489302
"Private room","2",96,"1",1.95006688355489,12.1168616655763,4.86417,52.37191,370.023199681297
"Private room","2",95,"1",1.16497027231628,9.9684180448106,4.92463,52.36318,280.036557073559
"Private room","4",86,"1",1.66154417273358,15.3131827971625,4.86673,52.36034,814.566587772128
"Entire home/apt","4",100,"2",0.566167334177882,9.82006636654274,4.91918,52.35705,786.44576195721
"Private room","2",100,"1",2.34155435157338,6.03346477688174,4.946,52.376,313.312867621212
"Entire home/apt","5",93,"2",1.0167938742261,13.1227498334412,4.8902,52.38523,789.960865184074
"Entire home/apt","2",96,"0",0.872300229263106,5.80901020078018,4.9196,52.4003,356.431467204087
"Private room","2",93,"1",1.84250403352838,8.44864920862556,4.93142,52.36944,276.28711363157
"Private room","4",80,"1",3.30526215090219,3.22809318631945,4.78555,52.35464,144.822252946828
"Entire home/apt","4",84,"2",0.249500906772554,53.1258313821369,4.89299,52.37335,995.477233848101
"Entire home/apt","4",100,"2",0.607084406297199,25.1761382991022,4.88499,52.3648,1019.84861622103
"Private room","2",95,"0",0.476576759508293,27.4133355766461,4.89041,52.36708,363.696013872941
"Private room","4",94,"1",0.63401177466224,2.345553775058,4.96865,52.2911,295.26867105664
"Entire home/apt","4",96,"2",0.479705262462368,14.4447101162603,4.89742,52.35265,639.045766644014
"Private room","2",100,"1",1.5341407839109,6.33381372243768,4.93774,52.35277,367.44545731493
"Private room","2",99,"1",1.4051444024404,6.44566545558003,4.93614,52.35214,362.524312797319
"Entire home/apt","2",100,"0",1.82255078622257,12.2234729648368,4.8704,52.3801,504.065802732407
"Entire home/apt","4",93,"2",0.956363694094346,7.51067321184915,4.85157,52.38179,691.537974831861
"Entire home/apt","2",92,"1",0.228447877795359,2.40231164256079,4.97645,52.2972,362.524312797319
"Private room","2",95,"1",0.755804288150136,7.88495463102705,4.90359,52.34155,201.532585006913
"Private room","2",99,"1",0.83258786774409,21.5201819884623,4.87843,52.35455,330.419703325288
"Private room","4",96,"1",1.82856120216729,6.31857919686592,4.90126,52.40142,572.727485763832
"Entire home/apt","2",98,"1",1.17827898003263,8.41966926692199,4.85115,52.35653,425.093150235512
"Entire home/apt","2",97,"1",0.29101642008123,10.1689221379967,4.91189,52.35268,651.231457830478
"Entire home/apt","2",80,"1",0.317756527530061,16.7230593033319,4.89522,52.35359,362.524312797319
"Entire home/apt","3",90,"1",0.436246625758571,12.2129121441512,4.91394,52.36032,423.92144915989
"Private room","4",95,"1",0.772469312718173,16.9143957922848,4.912,52.371,540.6228762918
"Private room","2",92,"1",0.243799057989111,39.0674392873985,4.89728,52.37249,374.944344198908
"Private room","2",95,"1",0.224671174981111,36.0119099657266,4.89756,52.37197,424.155789375015
"Entire home/apt","3",93,"1",0.595108174896589,18.285782013242,4.89221,52.38076,442.434326154711
"Private room","2",95,"1",0.772445371069771,16.9145133255493,4.912,52.371,411.735757973426
"Private room","2",93,"1",0.259900311601497,29.1842692093631,4.89787,52.37075,430.248634968247
"Entire home/apt","4",83,"3",0.675915957909997,3.05774135939176,4.95773,52.31144,614.44004405596
"Entire home/apt","2",100,"1",1.29556153268867,9.125427865193,4.85647,52.37651,405.642912380194
"Private room","4",85,"1",0.514056550990823,28.1662454237438,4.89256,52.37573,950.015232113983
"Private room","2",99,"1",0.939627986830453,12.8023322598929,4.879,52.349,342.839734726876
"Private room","3",83,"1",1.31228339113287,9.27624536985139,4.85447,52.37143,256.836875776252
"Private room","2",87,"1",0.236006193982118,23.4517506819001,4.9036,52.3735,319.405713214445
"Entire home/apt","2",100,"0",0.657407464310445,7.19803668720932,4.84474,52.37518,410.564056897804
"Entire home/apt","4",98,"1",1.84661093364256,10.4507558429106,4.87116,52.38448,700.442903006585
"Private room","2",90,"0",0.368687600193759,23.8615821336938,4.88568,52.35505,245.822885665409
"Entire home/apt","4",97,"2",0.572751297214144,9.03337261372607,4.91957,52.35409,534.764370913693
"Entire home/apt","4",100,"0",0.670371532691784,7.21640599006934,4.84481,52.37506,571.321444473086
"Private room","2",98,"1",1.30981065971421,17.445395103918,4.87397,52.37358,356.431467204087
"Entire home/apt","2",95,"1",0.324197213036905,26.3724014717574,4.8974,52.36593,1041.17357579734
"Entire home/apt","4",97,"2",0.443124391695335,19.3602149089051,4.90604,52.37685,768.635905607761
"Entire home/apt","2",95,"1",1.18446350879445,7.70187716388711,4.85182,52.35029,342.605394511752
"Entire home/apt","2",100,"1",0.668772405016601,14.484467003642,4.90031,52.35429,430.248634968247
"Private room","2",88,"1",1.9749429180474,6.9555367406813,4.93829,52.3619,210.203172966513
"Private room","2",90,"1",2.66266976389709,3.27097829110696,4.9684,52.41079,301.127176434748
"Entire home/apt","6",98,"2",1.04384855131226,20.5934979981195,4.87853,52.36765,841.750052726548
"Entire home/apt","4",100,"2",0.92962124524316,6.96917702341945,4.84756,52.34939,614.44004405596
"Entire home/apt","4",92,"1",1.87722757792885,9.57673528264741,4.87917,52.38939,702.083284512455
"Private room","2",94,"1",0.918863852963509,7.58145382264611,4.85132,52.38097,380.568509361892
"Private room","2",90,"1",0.59299996188348,19.9356808890981,4.89156,52.37965,313.312867621212
"Entire home/apt","2",100,"1",1.66148836049474,10.3826950286504,4.857,52.362,337.918590209266
"Private room","2",87,"1",0.638763486949751,19.0897578016751,4.8911,52.38015,288.707145033159
"Private room","2",95,"1",1.79727106728711,8.57570928544621,4.87617,52.39135,199.892203501043
"Private room","2",80,"1",1.72759852867873,11.0257607315001,4.86039,52.37029,344.245776017622
"Private room","2",100,"1",0.176270148154478,24.7059977583958,4.89321,52.36176,282.848639655051
"Private room","2",93,"1",0.209794903334326,15.7252533388829,4.89258,52.35219,276.28711363157
"Private room","2",85,"1",0.339716802939151,14.235691679775,4.89075,52.35056,251.915731258641
"Entire home/apt","3",97,"1",0.761739226075845,9.0651332763522,4.90231,52.34495,405.642912380194
"Private room","2",99,"0",0.674408911558104,7.1574274118847,4.90028,52.33792,283.786000515548
"Private room","4",96,"2",0.490983877962179,10.4013164829887,4.90848,52.35124,356.431467204087
"Private room","2",88,"1",0.391589433822211,13.7092489869724,4.89115,52.35011,244.416844374663
"Private room","2",88,"1",1.49925987699197,9.40963966658816,4.85878,52.35208,320.811754505191
"Private room","2",100,"1",0.4968487463235,28.692755576568,4.89086,52.37542,645.37295245237
"Private room","4",100,"4",0.343192151018405,25.7475681003355,4.90161,52.37527,1714.43301384951
"Private room","2",100,"2",0.876152390698679,9.60016710656479,4.86919,52.3464,564.056897804232
"Entire home/apt","4",100,"2",0.928379109308116,14.7794171758652,4.88914,52.38338,940.172943078762
"Private room","4",91,"2",1.21930621623059,21.1034382080293,4.87343,52.36255,465.634007452019
"Private room","3",100,"1",1.35472886899258,4.09154465346913,4.81668,52.34092,368.851498605676
"Entire home/apt","2",94,"0",0.438054974625991,20.8114911184688,4.89712,52.35943,491.645771330818
"Private room","2",94,"1",0.40016261308706,6.43603280135427,4.84054,52.35272,177.161202633984
"Private room","2",94,"0",1.23319472356474,18.2217954612409,4.875,52.369,391.816839687859
"Entire home/apt","2",96,"1",0.699297421330356,16.5620704117767,4.89963,52.35655,443.606027230333
"Entire home/apt","4",85,"2",2.24904772740228,3.67393965523503,4.80153,52.34793,565.228598879854
"Entire home/apt","4",90,"1",0.277476146499137,28.1776337916551,4.89659,52.37023,921.660066083941
"Private room","4",85,"1",1.51703191155274,17.0708505642607,4.86888,52.36167,950.015232113983
"Entire home/apt","2",95,"1",0.496355169523454,20.6355212426732,4.8965,52.35783,694.584397628477
"Private room","3",96,"2",4.03001394249167,2.9084237182784,4.7755,52.34942,313.312867621212
"Private room","4",98,"2",0.705757260514564,5.64856846513563,4.8294,52.36294,517.423194994493
"Private room","4",97,"1",3.83098273732663,4.29885282875093,4.96931,52.37354,288.707145033159
"Private room","2",91,"1",1.47844233591111,15.2987563452146,4.8755,52.37916,300.892836219624
"Private room","4",98,"2",0.112965146826627,6.28072546568404,4.91973,52.33952,479.460080144354
"Entire home/apt","2",80,"1",0.293735278489948,26.2310340228089,4.88971,52.3562,640.45180793476
"Entire home/apt","4",100,"3",0.31814826177258,12.5439020211332,4.90672,52.35535,1066.48231903077
"Entire home/apt","2",98,"1",1.67111785457004,10.6159415901487,4.858,52.36,496.566915848429
"Private room","2",96,"1",1.85979473117423,10.0112657747607,4.87421,52.38691,420.406345933026
"Private room","2",98,"0",0.54708153905424,20.1273769967653,4.89224,52.37961,359.946570430952
"Entire home/apt","2",100,"1",2.16031586092664,6.92114020865162,4.93937,52.36442,421.343706793523
"Entire home/apt","2",92,"1",0.285692642509683,21.5586651986872,4.90497,52.37265,540.6228762918
"Private room","2",99,"1",0.266977055622473,6.81278776732608,4.87243,52.33652,251.915731258641
"Private room","2",84,"1",0.415741472346854,31.6473814027018,4.88764,52.37313,305.813980737234
"Entire home/apt","2",100,"2",0.363941137281065,17.2312566712672,4.90773,52.36466,1228.88008811192
"Private room","2",90,"1",0.801888422440409,23.3469599679858,4.88124,52.36967,645.37295245237
"Private room","2",100,"1",0.820810501721399,23.0177922349931,4.88099,52.36957,645.37295245237
"Private room","4",100,"2",0.852992921520426,44.689938498299,4.88215,52.37517,613.737023410588
"Private room","2",92,"1",1.40264864276023,4.06294200846874,4.81522,52.34188,245.822885665409
"Entire home/apt","2",100,"1",1.53434624900011,13.4087483188269,4.87865,52.38275,589.834321467907
"Entire home/apt","3",100,"2",1.49923381768004,9.61143920284466,4.86001,52.3784,534.530030698568
"Entire home/apt","6",97,"2",0.0568915518360108,15.3097586171094,4.9078,52.3619,1348.62793804045
"Private room","4",93,"0",0.866743355173459,39.8347676186149,4.88148,52.3747,464.462306376397
"Private room","2",100,"1",0.84865431502641,16.4933915648401,4.88893,52.38184,356.431467204087
"Private room","2",99,"1",1.01234243906661,22.1350475219169,4.87802,52.37221,387.130035385373
"Private room","2",97,"1",1.00222633496159,22.0678747003694,4.87813,52.37199,387.130035385373
"Private room","2",97,"1",1.2066437267906,11.6784069668389,4.87112,52.34967,304.642279661613
"Entire home/apt","2",90,"1",2.15680448436438,6.45162198032525,4.94176,52.36076,491.645771330818
"Entire home/apt","6",98,"2",0.358565501001888,13.0697014173729,4.91303,52.36161,1348.62793804045
"Private room","2",94,"1",1.66701950596665,7.06324504213163,4.93546,52.35798,254.493473625009
"Entire home/apt","4",100,"0",0.804906847120566,6.12907693144337,4.9244,52.39624,473.132894335997
"Private room","2",97,"1",1.67204822147111,15.2821236432594,4.86813,52.36612,274.178051695451
"Entire home/apt","3",100,"1",0.568921023697174,18.1811458343418,4.90917,52.37256,647.482014388489
"Entire home/apt","2",88,"1",0.122081387366237,7.94764508162181,4.918,52.39,342.605394511752
"Entire home/apt","4",93,"2",2.93986978303378,3.45660989949995,4.79118,52.36104,632.952921050782
"Private room","4",96,"1",0.732927841038798,15.2220173929294,4.90342,52.38458,511.564689616385
"Private room","2",100,"1",0.716635997692775,15.6846913891616,4.90335,52.38444,354.322405267968
"Entire home/apt","2",92,"1",1.38486836635206,8.68420569848529,4.85504,52.35263,535.70173177419
"Private room","2",99,"1",2.48709260697886,6.78980669809453,4.94085,52.37087,271.834649544208
"Entire home/apt","4",95,"2",1.19959650974951,20.1462412382469,4.87665,52.37545,798.631453143674
"Entire home/apt","2",96,"1",2.31827197607244,6.4059589865486,4.943,52.363,325.498558807677
"Entire home/apt","4",80,"2",0.88395771064812,40.1797930545349,4.88185,52.3754,673.493778267288
"Entire home/apt","4",95,"3",0.409347567067439,19.9002719422952,4.90655,52.37336,699.036861715839
"Private room","2",94,"1",1.08136741955854,20.68358383162,4.87691,52.36518,282.848639655051
"Private room","2",100,"2",0.406923624875403,28.2413620048681,4.88681,52.37092,491.645771330818
"Entire home/apt","2",96,"0",0.271497793193078,42.9165361333993,4.89144,52.37341,361.352611721698
"Private room","2",100,"1",0.0484628244968149,11.2962968413054,4.91072,52.35513,331.825744616034
"Private room","2",90,"1",0.0549307888656383,11.3532368007068,4.91059,52.35521,331.825744616034
"Entire home/apt","6",98,"3",0.849933340637287,7.6378656321279,4.90772,52.34187,1199.58756122138
"Private room","2",92,"0",0.396673383071515,23.9693587947953,4.8939,52.35653,422.749748084269
"Private room","2",99,"1",0.906765466113887,5.83623312379213,4.84565,52.34156,319.640053429569
"Entire home/apt","6",94,"3",0.889180782421003,3.30707083155949,4.95663,52.31778,606.003796311485
"Entire home/apt","2",100,"1",0.418791486095052,5.29410515670901,4.83378,52.38646,351.041642256228
"Entire home/apt","4",84,"1",0.515527802365778,22.5584447563279,4.88309,52.35437,682.867386872261
"Entire home/apt","4",93,"2",0.279116632932431,5.84990546399624,4.83301,52.37459,675.837180418532
"Entire home/apt","4",100,"3",3.62538595952619,3.04804362971165,5.0021,52.35294,552.808567478265
"Private room","2",99,"1",0.627444407500761,7.6070044408041,4.85961,52.34417,233.637194478945
"Entire home/apt","4",100,"2",3.80453855156977,3.07751993864513,4.77975,52.37631,361.118271506573
"Private room","4",92,"2",3.59559500314215,4.06829137346367,4.97197,52.38038,476.882337777986
"Entire home/apt","2",91,"1",1.8979163470831,10.8540667448207,4.87443,52.38513,403.065170013826
"Entire home/apt","4",96,"3",0.983130471141268,21.9826231813913,4.878,52.36453,669.744334825299
"Entire home/apt","4",97,"2",0.324396231199528,17.8921223081748,4.89514,52.3544,622.876291800436
"Private room","2",98,"1",1.4036925498304,10.3502128453722,4.92645,52.36673,454.8543575563
"Private room","2",97,"1",2.49728360692501,3.602725128236,4.79812,52.35099,258.242917066998
"Entire home/apt","4",100,"2",0.312022248183297,5.37211781670307,4.83529,52.38693,639.983127504511
"Entire home/apt","2",100,"1",0.412111505790044,5.29315327925361,4.83382,52.38652,297.612073207883
"Private room","4",100,"2",2.27584932944783,6.08330650073473,4.89496,52.40328,309.563424179223
"Private room","2",97,"0",2.62790507087861,4.80645237913597,4.89735,52.41182,307.22002202798
"Private room","2",90,"1",1.97262662402696,4.51752785345753,4.95606,52.39158,281.442598364305
"Private room","2",100,"1",1.4641310629454,16.0819561070172,4.87151,52.36918,339.090291284887
"Private room","2",90,"1",1.88632760055161,4.64606132313858,4.95404,52.39121,279.099196213062
"Private room","2",85,"1",0.999141019101511,4.92221879316554,4.82073,52.37133,245.588545450285
"Entire home/apt","4",100,"2",0.342423482858119,25.5201039030108,4.89598,52.3616,921.660066083941
"Entire home/apt","4",87,"2",1.47145430725463,4.49693679690503,4.95179,52.39604,458.369460783165
"Private room","2",80,"1",1.29242789050288,17.3769729386545,4.8738,52.37095,313.312867621212
"Private room","2",97,"1",1.25408887575292,17.8901060224055,4.87453,52.36959,315.89060998758
"Private room","3",95,"1",0.558760922133358,18.6719744096794,4.90847,52.37406,699.036861715839
"Entire home/apt","2",100,"1",1.74726913518882,9.14715745789577,4.92851,52.37064,397.206664635718
"Private room","4",91,"1",0.108940391538673,30.844897586226,4.88955,52.36062,504.065802732407
