"room_type","capacity","satisfaction_rating","bedrooms_no","metro_dist","attractions_index","longitude","latitude","price"
"Entire home/apt","4",97,"2",0.482195534237361,13.9614598140736,4.89712,52.35199,833.313804982073
"Entire home/apt","2",96,"1",1.51678710785856,15.6973236666698,4.87076,52.36905,424.155789375015
"Entire home/apt","4",97,"1",1.39719980007977,10.4054759792235,4.92428,52.36885,602.254352869496
"Entire home/apt","4",95,"2",0.610386297878434,27.7172537720621,4.88385,52.37062,1425.72586881635
"Entire home/apt","4",97,"3",1.24839428326922,18.8971796482313,4.87451,52.36559,737.234316781103
"Entire home/apt","3",91,"1",2.44607886674369,3.7520821035243,4.79949,52.37441,397.206664635718
"Private room","2",91,"1",0.29447491136608,15.7213674648119,4.89462,52.35271,290.113186323905
"Private room","2",95,"1",1.49985087378028,10.0159688136821,4.85705,52.37046,221.217163077356
"Private room","2",98,"1",1.66629205339246,4.16483562735785,4.81,52.354,245.822885665409
"Private room","2",87,"1",0.332209214401034,2.32488784152922,4.98757,52.29921,196.611440489302
"Private room","2",100,"1",0.503091994411614,4.54759417156184,4.93428,52.40601,258.008576851874
"Private room","4",95,"4",1.47269188870765,15.5712999717466,4.86924,52.35582,1413.30583741476
"Entire home/apt","2",95,"1",0.282063728062548,5.97341648509995,4.87274,52.33217,479.460080144354
"Entire home/apt","4",99,"3",0.806440675610259,15.8056995790951,4.89033,52.38252,920.488365008319
"Entire home/apt","2",98,"1",1.63559722554746,15.5949163091791,4.86941,52.36713,622.876291800436
"Private room","2",95,"1",0.636591177308715,22.1733175098827,4.89065,52.37835,317.062311063202
"Entire home/apt","3",85,"0",3.83271604211293,4.27705402075445,4.96965,52.37392,344.245776017622
"Entire home/apt","4",91,"2",1.97002795511224,8.29062290037765,4.93202,52.37105,409.392355822183
"Private room","2",98,"1",1.54225036261325,16.8959171557774,4.86847,52.36101,282.614299439927
"Private room","2",94,"1",0.195948359006726,62.0422263974058,4.89887,52.37351,319.640053429569
"Private room","2",82,"1",1.20608190214336,10.5597489536873,4.92354,52.36633,290.113186323905
"Private room","2",91,"1",0.448616880490353,19.5667788456081,4.894,52.38,381.03718979214
"Private room","2",94,"1",1.47651182095839,4.28458840599824,4.81305,52.35239,276.521453846695
"Entire home/apt","2",98,"1",0.386135762080338,24.5564611318579,4.89677,52.36104,811.051484545263
"Entire home/apt","2",99,"1",0.860140552385061,22.7084468845358,4.88194,52.36714,1106.3201556019
"Entire home/apt","2",93,"1",0.344296610556092,14.4090256013579,4.88971,52.35056,435.169779485858
"Private room","2",98,"1",0.369801953296123,20.0485691046961,4.903,52.364,381.03718979214
"Entire home/apt","3",100,"2",1.88784814385976,6.92952611611049,4.93831,52.37689,513.673751552504
"Private room","2",93,"1",1.85627900470539,13.3095481851154,4.86389,52.36165,309.797764394348
"Entire home/apt","4",91,"2",0.978305612874602,21.7197008502425,4.87977,52.36623,516.017153703747
"Private room","4",92,"1",0.107301091511423,25.7013703088391,4.89268,52.36092,614.44004405596
"Entire home/apt","2",80,"1",0.626836891216754,11.996911125405,4.90366,52.35222,737.234316781103
"Entire home/apt","4",98,"2",0.577098064841883,8.89014980095771,4.919,52.353,685.913809668877
"Entire home/apt","5",95,"2",1.72284366913008,6.7714063986178,4.93679,52.3566,823.471515946852
"Entire home/apt","2",94,"1",1.76884058544174,7.93463321756901,4.93321,52.36461,307.22002202798
"Entire home/apt","6",100,"3",0.194101523429364,26.6106034846515,4.89319,52.35964,1997.28165350456
"Entire home/apt","2",99,"1",0.872467715634185,7.04631175460603,4.84719,52.35043,638.811426428889
"Entire home/apt","4",97,"3",0.541226760462759,9.35288866505018,4.89871,52.3447,1136.55004335294
"Private room","4",90,"1",0.423880731594282,2.1673456408744,4.99213,52.29304,405.642912380194
"Private room","2",94,"0",0.451411512963979,25.8108183368684,4.8954,52.3659,400.487427647459
"Private room","2",99,"1",0.234239013252664,12.1214373603268,4.90795,52.35528,307.22002202798
"Private room","4",100,"2",1.19758004298635,18.5372283939699,4.87548,52.36917,688.022871604996
"Entire home/apt","2",100,"1",1.51388775512369,15.7808638872531,4.87085,52.36887,648.888055679235
"Entire home/apt","2",98,"0",1.97880881534254,8.39732280332189,4.93143,52.37172,331.825744616034
"Entire home/apt","2",94,"0",0.0576981436516523,19.4158493769331,4.89098,52.35406,420.406345933026
"Entire home/apt","2",96,"1",0.733216648892451,6.94866756713421,4.84777,52.38229,774.260070770745
"Entire home/apt","4",90,"2",1.1995434912583,7.55401673648444,4.85516,52.38487,1126.94209453284
"Private room","2",88,"1",0.468594654374978,2.33292091220497,4.98931,52.3006,208.797131675767
"Private room","4",96,"2",1.83151589988676,11.5360590615906,4.86053,52.35945,522.344339512104
"Private room","2",95,"1",0.938389263465984,14.1508289564287,4.88988,52.38406,448.527171747944
"Private room","2",94,"1",0.200332579214353,2.22446967548112,4.9921,52.2963,204.110327373281
"Private room","2",88,"1",0.943041075940806,21.5730539659604,4.88623,52.37925,442.668666369836
"Private room","2",95,"1",0.815048272074578,8.84893455674234,4.90341,52.34467,325.498558807677
"Entire home/apt","4",97,"2",0.626135402622816,33.4174472811572,4.88411,52.37299,1351.90870105219
"Entire home/apt","4",100,"2",0.417839179952993,3.71210384248489,4.94575,52.32125,583.975816089799
"Entire home/apt","4",98,"3",2.14415147455319,5.06875306205744,4.90319,52.40916,614.44004405596
"Private room","4",93,"1",3.02971514552298,3.36737966976322,4.78942,52.35666,279.099196213062
"Private room","2",94,"1",0.427585515339741,27.6527781712003,4.88623,52.36325,345.18313687812
"Private room","4",99,"0",1.34199491060328,6.95698634444658,4.90543,52.39782,245.822885665409
"Entire home/apt","3",97,"2",0.519974841799104,2.57830940266557,4.98045,52.30713,522.344339512104
"Private room","4",80,"0",0.533550698015273,5.87029985135537,4.83907,52.3842,303.470578585991
"Entire home/apt","5",95,"3",0.71663963082344,8.03882264781443,4.86308,52.34427,798.865793358798
"Private room","2",96,"1",0.44275659738063,21.2348747002516,4.89924,52.36353,654.980901272467
"Private room","2",98,"1",0.124507781942313,5.9671844940987,4.83365,52.37301,277.458814707192
"Private room","4",96,"2",0.196748425297442,6.11892001458654,4.83556,52.37426,498.910317999672
"Entire home/apt","4",94,"2",0.456570277102785,10.4862322518495,4.89156,52.34573,491.645771330818
"Private room","2",96,"1",2.00506635881077,12.6336741025251,4.86382,52.36785,442.434326154711
"Private room","2",98,"1",3.32272820402266,2.80586410899649,5.00683,52.34575,202.704286082535
"Shared room","3",98,"1",3.00537913654262,3.41041392167107,4.79,52.36,258.008576851874
"Private room","2",96,"1",1.15417996837882,7.52195738868289,4.85118,52.34976,245.822885665409
"Entire home/apt","4",88,"2",1.9683862116296,12.3444284863429,4.86204,52.36122,669.744334825299
"Entire home/apt","2",85,"1",0.880530906898795,7.90253727495492,4.85021,52.37674,453.448316265554
"Entire home/apt","4",89,"3",1.95082415637481,12.2697343867646,4.86191,52.36085,706.535748599817
"Entire home/apt","4",99,"2",0.254387072956798,34.8601875597489,4.89572,52.37252,1038.36149321585
"Private room","2",88,"0",0.658954905277429,24.7140749009692,4.88589,52.36582,399.550066786961
"Private room","2",82,"0",0.10683458361617,14.2882677661935,4.90933,52.36125,407.986314531437
"Private room","2",78,"0",0.130437687881178,14.0610094268534,4.90959,52.36101,407.986314531437
"Private room","2",96,"1",1.20072695734987,20.3224799009407,4.878,52.377,319.405713214445
"Entire home/apt","4",100,"3",0.153038164607864,6.24666337915313,4.91948,52.33918,817.144330138495
"Entire home/apt","6",92,"3",2.53209802499437,3.69758794221263,4.79853,52.37599,792.772947765566
"Private room","2",90,"1",0.613803129797831,25.5340885005145,4.88414,52.36433,274.178051695451
"Entire home/apt","2",93,"1",0.419598263999157,31.8272257357898,4.88805,52.37353,774.260070770745
"Private room","2",100,"1",0.294751020424061,2.64041316517885,4.9806,52.3099,221.217163077356
"Private room","2",90,"0",0.561919828108425,25.6461546189714,4.88556,52.36457,436.341480561479
"Entire home/apt","3",95,"1",0.290478305294041,28.0095133132416,4.88808,52.36267,974.620954702036
"Entire home/apt","5",96,"3",1.66049648916884,6.77441837889641,4.93637,52.35604,1044.68867902421
"Private room","4",96,"1",1.32473530461403,17.7246643376105,4.874,52.368,607.175497387107
"Private room","2",91,"1",0.233702241245432,12.3888865905281,4.90917,52.35688,314.484568696834
"Private room","2",86,"1",1.3247669451241,17.7244678947965,4.874,52.368,390.645138612237
"Private room","4",98,"1",0.477043434967895,30.3896234430247,4.89372,52.37536,449.698872823565
"Private room","2",87,"1",1.52534504195533,9.75881554655086,4.855,52.366,181.84800693647
"Entire home/apt","2",91,"1",1.31255291013385,10.2153643330695,4.92214,52.37751,410.32971668268
"Entire home/apt","2",96,"1",0.624263050158355,12.061639241961,4.89646,52.34932,771.682328404378
"Entire home/apt","4",96,"2",3.19576631771615,3.34613183329147,4.78951,52.37887,415.250861200291
"Entire home/apt","2",97,"1",0.497027362614523,20.3067869791395,4.90002,52.36287,577.414290066318
"Entire home/apt","2",93,"1",0.986944563915145,21.6194905736804,4.87956,52.36619,531.952288332201
"Entire home/apt","4",96,"2",4.41191531518466,3.58969938814337,4.98537,52.3664,552.808567478265
"Entire home/apt","4",100,"3",0.815566515498032,22.7701468106623,4.88167,52.36837,1651.86417641131
"Entire home/apt","2",98,"1",1.21122897972478,5.08436487547226,4.91643,52.40669,282.848639655051
"Private room","4",100,"2",2.46237581544717,3.41582327329931,4.80439,52.3341,347.995219459612
"Entire home/apt","3",95,"2",1.3912920795492,9.43653016159318,4.85801,52.37675,485.552925737586
"Private room","2",98,"1",0.306378260333653,22.9465146497224,4.90369,52.37435,436.341480561479
"Private room","2",93,"1",1.30986811630079,9.21053111545835,4.85321,52.36824,221.217163077356
"Entire home/apt","2",98,"1",0.0365299349690899,15.0564833499922,4.90741,52.36115,460.947203149533
"Entire home/apt","4",99,"3",3.31152728799839,2.865838909531,5.0049,52.34713,552.808567478265
"Entire home/apt","2",93,"1",0.0687184318413499,3.70325929458744,4.94193,52.31809,368.851498605676
"Private room","2",89,"0",0.850263921148046,5.01020380872418,4.827,52.383,209.031471890891
"Private room","3",92,"0",0.275118638966671,27.2568928103975,4.89403,52.36876,568.978042321843
"Entire home/apt","4",94,"2",0.377649157056617,33.0543108265354,4.89285,52.35761,1044.68867902421
"Entire home/apt","2",85,"1",0.147342513212529,28.5016857112816,4.9,52.371,489.302369179575
"Private room","2",91,"1",0.765167788255882,10.6309900309329,4.9161,52.38255,239.730040072177
"Entire home/apt","4",89,"2",0.648304084253651,25.476526617857,4.88518,52.3676,734.89091462986
"Private room","2",96,"1",0.641953380973013,7.28755279118691,4.84736,52.37851,274.178051695451
"Private room","2",95,"1",0.484120776082684,26.1927324868758,4.88636,52.36407,399.550066786961
"Private room","3",86,"1",1.68990296753702,7.65331561411738,4.93374,52.36187,337.918590209266
"Entire home/apt","4",100,"2",3.31699162244334,3.25697841087935,4.78534,52.35955,474.070255196494
"Entire home/apt","2",96,"1",1.68313991849139,10.8078561280416,4.85977,52.37046,534.764370913693
"Private room","2",92,"0",0.640030555184773,24.7551516518675,4.88585,52.3656,436.341480561479
"Entire home/apt","4",97,"2",0.908948269679648,17.7583985966966,4.88732,52.38089,1112.17866098001
"Private room","4",95,"2",0.943107369634747,33.57070562781,4.88085,52.37542,614.44004405596
"Private room","2",86,"1",1.08079631407396,8.00891192310685,4.85001,52.35482,202.704286082535
